연번,쉘터 ID,정류소ID,법정동명,도로명 주소,지번 주소,온열체어 유무,에어커튼 유무,조명등 유무,공공와이파이 유무,비상벨 유무
1287,20221287,357000397,고경면,경상북도 영천시 고경면 용담로 2024,경상북도 영천시 고경면 청정리 675,N,N,N,N,N
1288,20221288,357000398,고경면,경상북도 영천시 고경면 용담로 2082,경상북도 영천시 고경면 청정리 527-1,N,N,Y,N,N
1289,20221289,357000155,고경면,경상북도 영천시 고경면 청정길 21,경상북도 영천시 고경면 청정리 349-3,N,N,N,N,N
1290,20221290,357000156,고경면,경상북도 영천시 고경면 호국로 1549,,N,N,Y,N,N
1291,20221291,357000157,고경면,경상북도 영천시 고경면 호국로 1451,경상북도 영천시 고경면 석계리 304-7,N,N,Y,N,N
1292,20221292,357000158,고경면,경상북도 영천시 고경면 가수길 39,경상북도 영천시 고경면 가수리 475,N,N,Y,N,N
1293,20221293,357000159,고경면,경상북도 영천시 고경면 가수길 7,경상북도 영천시 고경면 가수리 403-3,N,N,N,N,N
1294,20221294,357000160,고경면,경상북도 영천시 고경면 호국로 1325,경상북도 영천시 고경면 상덕리 293-7,N,N,Y,N,N
1295,20221295,357000161,고경면,경상북도 영천시 고경면 호국로 1281,경상북도 영천시 고경면 상덕리 490-1,Y,N,Y,N,N
1296,20221296,357000162,고경면,경상북도 영천시 고경면 호국로 1215,,N,N,N,N,N
1297,20221297,357000163,고경면,경상북도 영천시 고경면 호국로 1125,경상북도 영천시 고경면 해선리 96-3,N,N,N,N,N
1298,20221298,357000164,고경면,경상북도 영천시 고경면 호국로 1081,경상북도 영천시 고경면 해선리 924,Y,Y,Y,Y,N
1299,20221299,357000165,고경면,경상북도 영천시 고경면 호국로 1003,경상북도 영천시 고경면 해선리 583,N,N,N,N,N
1300,20221300,357000312,임고면,경상북도 영천시 임고면 운주로 22,경상북도 영천시 임고면 양항리 578-2,N,N,N,N,N
1301,20221301,357000313,임고면,,경상북도 영천시 임고면 우항리 858-17,N,N,N,N,N
1302,20221302,357000314,임고면,경상북도 영천시 임고면 운주로 144,경상북도 영천시 임고면 양평리 889,N,N,N,N,N
1303,20221303,357000315,임고면,경상북도 영천시 임고면 운주로 196,경상북도 영천시 임고면 황강리 260-8,N,N,N,N,N
1304,20221304,357000316,임고면,경상북도 영천시 임고면 운주로 240,경상북도 영천시 임고면 황강리 199-3,N,N,N,N,N
1305,20221305,357000317,임고면,경상북도 영천시 임고면 운주로 320,경상북도 영천시 임고면 효리 437-2,N,N,N,N,N
1306,20221306,357000318,임고면,경상북도 영천시 임고면 운주로 360,경상북도 영천시 임고면 효리 864-3,N,N,N,N,N
1307,20221307,357000319,임고면,경상북도 영천시 임고면 운주로 394,,N,N,N,N,N
1308,20221308,357000320,임고면,경상북도 영천시 임고면 운주로 454,경상북도 영천시 임고면 효리 176-5,N,N,N,N,N
1309,20221309,357000321,임고면,경상북도 영천시 임고면 운주로 482,경상북도 영천시 임고면 효리 1077,N,N,N,N,N
1310,20221310,357000322,임고면,,경상북도 영천시 임고면 금대리 1029-23,N,N,N,N,N
1311,20221311,357000323,임고면,경상북도 영천시 임고면 운주로 676,경상북도 영천시 임고면 금대리 428-10,N,N,N,N,N
1312,20221312,357000324,임고면,경상북도 영천시 임고면 운주로 702,,N,N,N,N,N
1313,20221313,357000325,임고면,경상북도 영천시 임고면 운주로 760,경상북도 영천시 임고면 금대리 산30-12,N,N,N,N,N
1314,20221314,357000326,임고면,경상북도 영천시 임고면 운주로 816,경상북도 영천시 임고면 금대리 48-3,N,N,N,N,N
1315,20221315,357001622,임고면,경상북도 영천시 임고면 사덕로 24-3,경상북도 영천시 임고면 사리 1249,N,N,N,N,N
1316,20221316,357001624,임고면,,경상북도 영천시 임고면 사리 808,N,N,N,N,N
1317,20221317,357001542,임고면,,경상북도 영천시 임고면 사리 700-1,N,N,N,N,N
1318,20221318,357001543,임고면,,경상북도 영천시 임고면 사리 116-1,N,N,N,N,N
1319,20221319,357001544,임고면,,경상북도 영천시 임고면 사리 14-1,N,N,N,N,N
1320,20221320,357001545,임고면,,경상북도 영천시 임고면 사리 124-2,N,N,N,N,N
1321,20221321,357001546,임고면,경상북도 영천시 임고면 사덕로 205,경상북도 영천시 임고면 사리 675,N,N,N,N,N
1322,20221322,357001623,임고면,,경상북도 영천시 임고면 사리 산 273,N,N,N,N,N
1323,20221323,357001621,임고면,,경상북도 영천시 임고면 사리 844-5,N,N,N,N,N
1324,20221324,357000327,임고면,경상북도 영천시 임고면 운주로 914,경상북도 영천시 임고면 사리 1261,N,N,N,N,N
1325,20221325,357000328,임고면,경상북도 영천시 임고면 운주로 952,경상북도 영천시 임고면 사리 1245-31,N,N,N,N,N
1326,20221326,357000329,임고면,,경상북도 영천시 임고면 사리 541-8,N,N,N,N,N
1327,20221327,357001628,임고면,경상북도 영천시 임고면 운주로 1090,경상북도 영천시 임고면 사리 467-2,N,N,N,N,N
1328,20221328,357000330,임고면,경상북도 영천시 임고면 운주로 1156,경상북도 영천시 임고면 사리 435-2,N,N,N,N,N
1329,20221329,357000331,임고면,경상북도 영천시 임고면 운주로 1185,경상북도 영천시 임고면 사리 1189-1,N,N,N,N,N
1330,20221330,357000332,임고면,경상북도 영천시 임고면 운주로 1208,경상북도 영천시 임고면 사리 1173,N,N,N,N,N
1331,20221331,357000333,임고면,,경상북도 영천시 임고면 수성리 산 3-1,N,N,N,N,N
1332,20221332,357000334,임고면,,경상북도 영천시 임고면 수성리 1263-2,N,N,N,N,N
1333,20221333,357000335,임고면,경상북도 영천시 임고면 운주로 1522,경상북도 영천시 임고면 수성리 904-3,N,N,N,N,N
1334,20221334,357000336,임고면,경상북도 영천시 임고면 운주로 1548,경상북도 영천시 임고면 수성리 1659,N,N,N,N,N
1335,20221335,357001631,임고면,경상북도 영천시 임고면 운주로 1586,,N,N,N,N,N
1336,20221336,357000337,임고면,경상북도 영천시 임고면 운주로 1652,경상북도 영천시 임고면 수성리 438-2,N,N,N,N,N
1337,20221337,357000338,임고면,,경상북도 영천시 임고면 수성리 324-8,N,N,N,N,N
1338,20221338,357000339,임고면,경상북도 영천시 임고면 운주로 1744,경상북도 영천시 임고면 수성리 35-2,N,N,N,N,N
1339,20221339,357000340,임고면,,경상북도 영천시 임고면 수성리 324-2,N,N,N,N,N
1340,20221340,357000341,임고면,경상북도 영천시 임고면 운주로 1649,경상북도 영천시 임고면 수성리 458-3,N,N,Y,N,N
1341,20221341,357001630,임고면,경상북도 영천시 임고면 운주로 1587,,N,N,N,N,N
1342,20221342,357000342,임고면,경상북도 영천시 임고면 운주로 1549,경상북도 영천시 임고면 수성리 1659,N,N,N,N,N
1343,20221343,357000343,임고면,경상북도 영천시 임고면 운주로 1523,경상북도 영천시 임고면 수성리 904-3,N,N,N,N,N
1344,20221344,357000344,임고면,경상북도 영천시 임고면 운주로 1453,경상북도 영천시 임고면 수성리 1263-3,N,N,N,N,N
1345,20221345,357000345,임고면,,경상북도 영천시 임고면 수성리 1500-1,N,N,N,N,N
1346,20221346,357000346,임고면,경상북도 영천시 임고면 운주로 1209,,N,N,N,N,N
1347,20221347,357000347,임고면,,경상북도 영천시 임고면 사리 321-3,N,N,N,N,N
1348,20221348,357000348,임고면,경상북도 영천시 임고면 운주로 1155,경상북도 영천시 임고면 사리 435-2,N,N,N,N,N
1349,20221349,357001629,임고면,경상북도 영천시 임고면 운주로 1089,경상북도 영천시 임고면 사리 467-2,N,N,N,N,N
1350,20221350,357000349,임고면,경상북도 영천시 임고면 운주로 1047,경상북도 영천시 임고면 사리 541-8,N,N,N,N,N
1351,20221351,357000350,임고면,,경상북도 영천시 임고면 사리 1245-4,N,N,N,N,N
1352,20221352,357000351,임고면,경상북도 영천시 임고면 운주로 913,경상북도 영천시 임고면 사리 971,N,N,N,N,N
1353,20221353,357000352,임고면,경상북도 영천시 임고면 운주로 815,경상북도 영천시 임고면 금대리 48-2,N,N,N,N,N
1354,20221354,357000353,임고면,경상북도 영천시 임고면 운주로 755,경상북도 영천시 임고면 금대리 산30-2,N,N,N,N,N
1355,20221355,357000354,임고면,경상북도 영천시 임고면 운주로 701,,N,N,N,N,N
1356,20221356,357000355,임고면,경상북도 영천시 임고면 운주로 675,경상북도 영천시 임고면 금대리 428-2,N,N,N,N,N
1357,20221357,357000356,임고면,경상북도 영천시 임고면 운주로 595,경상북도 영천시 임고면 금대리 1029-1,N,N,Y,N,N
1358,20221358,357000357,임고면,경상북도 영천시 임고면 운주로 481,경상북도 영천시 임고면 효리 236-2,N,N,N,N,N
1359,20221359,357000358,임고면,경상북도 영천시 임고면 운주로 451,,N,N,N,N,N
1360,20221360,357000359,임고면,경상북도 영천시 임고면 운주로 383,,N,N,N,N,N
1361,20221361,357000360,임고면,경상북도 영천시 임고면 운주로 357,경상북도 영천시 임고면 효리 863-1,N,N,N,N,N
1362,20221362,357000361,임고면,경상북도 영천시 임고면 운주로 321,경상북도 영천시 임고면 효리 437-2,N,N,Y,N,N
1363,20221363,357000362,임고면,경상북도 영천시 임고면 운주로 239,,N,N,N,N,N
1364,20221364,357000363,임고면,경상북도 영천시 임고면 운주로 199,경상북도 영천시 임고면 황강리 260-2,N,N,Y,N,N
1365,20221365,357000364,임고면,경상북도 영천시 임고면 운주로 141,경상북도 영천시 임고면 양평리 67-1,N,N,Y,N,N
1366,20221366,357001740,임고면,경상북도 영천시 임고면 수평길 26,경상북도 영천시 임고면 양평리 173,N,N,N,N,N
1367,20221367,357001741,임고면,,경상북도 영천시 임고면 양평리 868-2,N,N,N,N,N
1368,20221368,357001738,임고면,,경상북도 영천시 임고면 양평리 602-11,N,N,N,N,N
1369,20221369,357001739,임고면,,경상북도 영천시 임고면 양평리 603-3,N,N,N,N,N
1370,20221370,357001742,임고면,,경상북도 영천시 임고면 평천리 386-10,N,N,N,N,N
1371,20221371,357001548,임고면,경상북도 영천시 임고면 평천신촌길 59-1,,N,N,Y,N,N
1372,20221372,357001743,임고면,경상북도 영천시 임고면 평천다산길 54,경상북도 영천시 임고면 평천리 422-9,N,N,Y,N,N
1373,20221373,357001547,임고면,,경상북도 영천시 임고면 평천리 380-1,N,N,N,N,N
1374,20221374,357000365,임고면,경상북도 영천시 임고면 운주로 75,경상북도 영천시 임고면 우항리 855-14,N,N,Y,N,N
1375,20221375,357000366,임고면,경상북도 영천시 임고면 운주로 21,경상북도 영천시 임고면 양항리 579-2,N,N,N,N,N
1376,20221376,357001560,서산동,,,N,N,N,N,N
1377,20221377,357001568,서산동,경상북도 영천시 서운길 1,경상북도 영천시 서산동 1212-5,N,N,N,N,N
1378,20221378,357001561,서산동,경상북도 영천시 서운길 28,경상북도 영천시 서산동 518-2,N,N,N,N,N
1379,20221379,357001567,서산동,경상북도 영천시 서운길 27,경상북도 영천시 서산동 510-2,N,N,N,N,N
1380,20221380,357001562,서산동,경상북도 영천시 서운길 58,경상북도 영천시 서산동 523,N,N,N,N,N
1381,20221381,357001566,서산동,경상북도 영천시 서운길 59,경상북도 영천시 서산동 525,N,N,N,N,N
1382,20221382,357001563,서산동,경상북도 영천시 서운길 158,경상북도 영천시 서산동 952-1,N,N,N,N,N
1383,20221383,357001565,서산동,,경상북도 영천시 서산동 952-1,N,N,N,N,N
1384,20221384,357001564,서산동,경상북도 영천시 서운길 174-4,,N,N,N,N,N
1385,20221385,357000978,서산동,경상북도 영천시 장수로 298,,N,N,N,N,N
1386,20221386,357000979,서산동,경상북도 영천시 장수로 360,경상북도 영천시 서산동 1201-13,N,N,N,N,N
1387,20221387,357000980,청통면,경상북도 영천시 청통면 장수로 418,경상북도 영천시 청통면 호당리 113-2,N,N,N,N,N
1388,20221388,357000981,청통면,경상북도 영천시 청통면 장수로 460,경상북도 영천시 청통면 호당리 559-2,N,Y,N,N,N
1389,20221389,357001246,청통면,경상북도 영천시 청통면 장수로 451,경상북도 영천시 청통면 호당리 1110-2,N,Y,N,N,N
1390,20221390,357001247,청통면,경상북도 영천시 청통면 장수로 419,경상북도 영천시 청통면 호당리 113-2,N,N,N,N,N
1391,20221391,357001248,서산동,경상북도 영천시 장수로 355,경상북도 영천시 서산동 193-2,N,N,N,N,N
1392,20221392,357001249,서산동,경상북도 영천시 장수로 297,,N,N,N,N,N
1393,20221393,357000019,언하동,,경상북도 영천시 언하동 389-4,N,N,N,N,N
1394,20221394,357000307,언하동,,경상북도 영천시 언하동 565-1,N,N,N,N,N
1395,20221395,357001615,임고면,경상북도 영천시 임고면 포은로 174,경상북도 영천시 임고면 매호리 411-2,N,N,N,N,N
1396,20221396,357000308,임고면,경상북도 영천시 임고면 포은로 218,경상북도 영천시 임고면 매호리 672-5,N,N,N,N,N
1397,20221397,357000309,임고면,,경상북도 영천시 임고면 매호리 48-3,N,N,N,N,N
1398,20221398,357000310,임고면,경상북도 영천시 임고면 포은로 380,,N,N,N,N,N
1399,20221399,357000311,임고면,경상북도 영천시 임고면 포은로 440,경상북도 영천시 임고면 양항리 456-2,Y,Y,Y,N,N
1400,20221400,357000399,임고면,경상북도 영천시 임고면 포은로 492,경상북도 영천시 임고면 양항리 615-6,N,N,N,N,N
1401,20221401,357001682,임고면,경상북도 영천시 임고면 포은로 588,경상북도 영천시 임고면 선원리 909-164,N,N,N,N,N
1402,20221402,357001747,임고면,,경상북도 영천시 임고면 선원리 909-165,N,N,N,N,N
1403,20221403,357001614,임고면,,경상북도 영천시 임고면 선원리 909-227,N,N,N,N,N
1404,20221404,357001746,임고면,,경상북도 영천시 임고면 선원리 909-222,N,N,N,N,N
1405,20221405,357000528,임고면,,경상북도 영천시 임고면 선원리 418,N,N,N,N,N
1406,20221406,357001745,임고면,경상북도 영천시 임고면 신선로 642-84,경상북도 영천시 임고면 선원리 418,N,N,N,N,N
1407,20221407,357000529,임고면,경상북도 영천시 임고면 신선로 642-1,경상북도 영천시 임고면 선원리 579-4,N,N,N,N,N
1408,20221408,357001744,임고면,,경상북도 영천시 임고면 선원리 579-4,N,N,N,N,N
1409,20221409,357000530,임고면,경상북도 영천시 임고면 신선로 686,경상북도 영천시 임고면 선원리 909-108,N,N,N,N,N
1410,20221410,357001750,임고면,,경상북도 영천시 임고면 선원리 909-108,N,N,N,N,N
1411,20221411,357000531,임고면,,경상북도 영천시 임고면 덕연리 838-2,N,N,N,N,N
1412,20221412,357001749,임고면,,경상북도 영천시 임고면 덕연리 844-5,N,N,N,N,N
1413,20221413,357000532,임고면,경상북도 영천시 임고면 덕연길 63-1,,N,N,N,N,N
1414,20221414,357001748,임고면,,경상북도 영천시 임고면 덕연리 989-181,N,N,N,N,N
1415,20221415,357000526,임고면,경상북도 영천시 임고면 포은로 650,경상북도 영천시 임고면 평천리 406-4,N,N,N,N,N
1416,20221416,357000401,임고면,경상북도 영천시 임고면 포은로 716,경상북도 영천시 임고면 선원리 314-2,N,N,N,N,N
1417,20221417,357000403,임고면,경상북도 영천시 임고면 포은로 766,경상북도 영천시 임고면 평천리 766-2,N,N,N,N,N
1418,20221418,357000404,임고면,경상북도 영천시 임고면 포은로 846,경상북도 영천시 임고면 덕연리 167-5,N,N,N,N,N
1419,20221419,357000405,임고면,,경상북도 영천시 임고면 덕연리 127-3,N,N,N,N,N
1420,20221420,357000406,임고면,경상북도 영천시 임고면 포은로 960,경상북도 영천시 임고면 삼매리 365-21,N,N,N,N,N
1421,20221421,357000512,임고면,경상북도 영천시 임고면 삼매매곡길 26,경상북도 영천시 임고면 삼매리 1259-34,N,N,N,N,N
1422,20221422,357000522,임고면,경상북도 영천시 임고면 삼매매곡길 21,경상북도 영천시 임고면 삼매리 1259-34,N,N,N,N,N
1423,20221423,357000513,임고면,,경상북도 영천시 임고면 삼매리 497-2,N,N,N,N,N
1424,20221424,357000521,임고면,경상북도 영천시 임고면 삼매매곡길 53-4,경상북도 영천시 임고면 삼매리 1291-1,N,N,N,N,N
1425,20221425,357000514,임고면,경상북도 영천시 임고면 삼매매곡길 102,경상북도 영천시 임고면 삼매리 산177,N,N,N,N,N
1426,20221426,357000520,임고면,경상북도 영천시 임고면 삼매리 산177,경상북도 영천시 임고면 삼매리 산177,N,N,N,N,N
1427,20221427,357000515,임고면,,경상북도 영천시 임고면 삼매리 산 100-3,N,N,N,N,N
1428,20221428,357000519,임고면,경상북도 영천시 임고면 삼매매곡길 247,경상북도 영천시 임고면 삼매리 산100-3,N,N,N,N,N
1429,20221429,357000516,임고면,경상북도 영천시 임고면 삼매매곡길 348,경상북도 영천시 임고면 삼매리 1306,N,N,N,N,N
1430,20221430,357000518,임고면,,경상북도 영천시 임고면 삼매리 1028,N,N,N,N,N
1431,20221431,357000517,임고면,경상북도 영천시 임고면 삼매매곡길 369,경상북도 영천시 임고면 삼매리 1310,N,N,N,N,N
1432,20221432,357000510,임고면,경상북도 영천시 임고면 포은로 959,경상북도 영천시 임고면 삼매리 365-3,N,N,Y,N,N
1433,20221433,357000511,임고면,경상북도 영천시 임고면 포은로 889,경상북도 영천시 임고면 덕연리 127-3,N,N,N,N,N
1434,20221434,357000523,임고면,경상북도 영천시 임고면 포은로 841-3,경상북도 영천시 임고면 덕연리 168-2,N,N,N,N,N
1435,20221435,357000524,임고면,경상북도 영천시 임고면 포은로 765,경상북도 영천시 임고면 평천리 766-4,N,N,N,N,N
1436,20221436,357000525,임고면,경상북도 영천시 임고면 포은로 713,경상북도 영천시 임고면 평천리 833-1,N,N,N,N,N
1437,20221437,357000527,임고면,경상북도 영천시 임고면 포은로 589,경상북도 영천시 임고면 선원리 909-164,Y,N,Y,N,N
1438,20221438,357000533,임고면,경상북도 영천시 임고면 포은로 493,경상북도 영천시 임고면 양항리 615-2,Y,Y,Y,Y,N
1439,20221439,357000367,임고면,경상북도 영천시 임고면 포은로 443,경상북도 영천시 임고면 양항리 456-7,N,N,N,N,N
1440,20221440,357000368,임고면,경상북도 영천시 임고면 포은로 371,,N,N,N,N,N
1441,20221441,357000534,임고면,,경상북도 영천시 임고면 매호리 177-1,N,N,N,N,N
1442,20221442,357000535,임고면,경상북도 영천시 임고면 포은로 217,경상북도 영천시 임고면 매호리 672-5,N,N,N,N,N
1443,20221443,357001616,임고면,경상북도 영천시 임고면 포은로 175,경상북도 영천시 임고면 매호리 411-2,N,N,N,N,N
1444,20221444,357000536,언하동,,경상북도 영천시 언하동 565-17,N,N,N,N,N
1445,20221445,357000068,언하동,,경상북도 영천시 언하동 390-3,N,N,N,N,N
1446,20221446,357000132,조교동,경상북도 영천시 호국로 246,경상북도 영천시 조교동 362-2,N,N,Y,N,N
1447,20221447,357000133,고경면,경상북도 영천시 고경면 호국로 338,경상북도 영천시 고경면 단포리 409,N,N,N,N,N
1448,20221448,357000181,고경면,경상북도 영천시 고경면 거곡로 44,경상북도 영천시 고경면 대의리 808-43,N,N,N,N,N
1449,20221449,357000182,고경면,경상북도 영천시 고경면 거곡로 84,경상북도 영천시 고경면 대의리 672-1,N,N,N,N,N
1450,20221450,357000183,고경면,경상북도 영천시 고경면 거곡로 124,경상북도 영천시 고경면 대의리 743-4,N,N,N,N,N
1451,20221451,357000184,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 대의리 509-2,N,N,N,N,N
1452,20221452,357000185,고경면,경상북도 영천시 고경면 거곡로 152,경상북도 영천시 고경면 대의리 829,N,N,N,N,N
1453,20221453,357000186,고경면,경상북도 영천시 고경면 거곡로 214,경상북도 영천시 고경면 대의리 802,N,N,N,N,N
1454,20221454,357000187,고경면,경상북도 영천시 고경면 거곡로 252,경상북도 영천시 고경면 대의리 490,N,N,N,N,N
1455,20221455,357000188,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 대성리 263-1,N,N,N,N,N
1456,20221456,357000189,고경면,경상북도 영천시 고경면 거곡로 362,경상북도 영천시 고경면 대성리 628,N,N,Y,N,N
1457,20221457,357000190,고경면,경상북도 영천시 고경면 거곡로 514,경상북도 영천시 고경면 오류리 683-7,N,N,N,N,N
1458,20221458,357000191,고경면,경상북도 영천시 고경면 거곡로 560,경상북도 영천시 고경면 오류리 599-1,N,N,N,N,N
1459,20221459,357000192,고경면,경상북도 영천시 고경면 거곡로 588,경상북도 영천시 고경면 오류리 391-1,N,N,N,N,N
1460,20221460,357000193,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 오류리 335,N,N,N,N,N
1461,20221461,357000194,고경면,경상북도 영천시 고경면 거곡로 656,경상북도 영천시 고경면 오류리 341-2,N,N,N,N,N
1462,20221462,357000195,고경면,경상북도 영천시 고경면 거곡로 709-1,경상북도 영천시 고경면 오류리 266-2,N,N,Y,N,N
1463,20221463,357000196,고경면,경상북도 영천시 고경면 거곡로 659,경상북도 영천시 고경면 오류리 341-2,N,N,N,N,N
1464,20221464,357000197,고경면,경상북도 영천시 고경면 거곡로 641,경상북도 영천시 고경면 오류리 883,N,N,N,N,N
1465,20221465,357000198,고경면,경상북도 영천시 고경면 거곡로 585,경상북도 영천시 고경면 오류리 536-3,N,N,N,N,N
1466,20221466,357000212,고경면,경상북도 영천시 고경면 거곡로 555,경상북도 영천시 고경면 오류리 625-5,N,N,N,N,N
1467,20221467,357000213,고경면,경상북도 영천시 고경면 거곡로 513,경상북도 영천시 고경면 오류리 900,N,N,N,N,N
1468,20221468,357000214,고경면,경상북도 영천시 고경면 거곡로 361,경상북도 영천시 고경면 대성리 628,N,N,N,N,N
1469,20221469,357000215,고경면,경상북도 영천시 고경면 거곡로 319,경상북도 영천시 고경면 대성리 270-3,N,N,N,N,N
1470,20221470,357000216,고경면,경상북도 영천시 고경면 거곡로 249,경상북도 영천시 고경면 대의리 798-2,N,N,N,N,N
1471,20221471,357000217,고경면,경상북도 영천시 고경면 거곡로 215,경상북도 영천시 고경면 대의리 492,N,N,N,N,N
1472,20221472,357000218,고경면,경상북도 영천시 고경면 거곡로 149,경상북도 영천시 고경면 대의리 829,N,N,N,N,N
1473,20221473,357000219,고경면,경상북도 영천시 고경면 거곡로 137-2,경상북도 영천시 고경면 대의리 509-1,N,N,N,N,N
1474,20221474,357000220,고경면,경상북도 영천시 고경면 거곡로 125,경상북도 영천시 고경면 대의리 743-4,N,N,N,N,N
1475,20221475,357000221,고경면,경상북도 영천시 고경면 거곡로 81,경상북도 영천시 고경면 대의리 672-1,N,N,N,N,N
1476,20221476,357000222,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 대의리 808-43,N,N,N,N,N
1477,20221477,357000134,고경면,경상북도 영천시 고경면 호국로 380,경상북도 영천시 고경면 단포리 271-1,N,N,N,N,N
1478,20221478,357000135,고경면,경상북도 영천시 고경면 호국로 442,경상북도 영천시 고경면 창하리 696-1,N,N,N,N,N
1479,20221479,357000136,고경면,경상북도 영천시 고경면 호국로 494,경상북도 영천시 고경면 창하리 361-1,N,N,N,N,N
1480,20221480,357000207,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 창하리 269-2,N,N,N,N,N
1481,20221481,357000204,고경면,경상북도 영천시 고경면 민도길 119,경상북도 영천시 고경면 고도리 555,N,N,N,N,N
1482,20221482,357000205,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 창하리 104-1,N,N,N,N,N
1483,20221483,357000203,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 창하리 104-2,N,N,N,N,N
1484,20221484,357000206,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 창하리 104-2,N,N,N,N,N
1485,20221485,357000208,고경면,경상북도 영천시 고경면 고도길 38,경상북도 영천시 고경면 용전리 1541-13,N,N,N,N,N
1486,20221486,357000202,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 1541-13,N,N,N,N,N
1487,20221487,357000209,고경면,경상북도 영천시 고경면 고도길 74,경상북도 영천시 고경면 용전리 1612,N,N,N,N,N
1488,20221488,357000201,고경면,경상북도 영천시 고경면 고도길 75,경상북도 영천시 고경면 용전리 376,N,N,N,N,N
1489,20221489,357001643,고경면,경상북도 영천시 고경면 고도길 118,경상북도 영천시 고경면 용전리 308,N,N,N,N,N
1490,20221490,357001644,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 321-1,N,N,N,N,N
1491,20221491,357000210,고경면,경상북도 영천시 고경면 고도길 286,경상북도 영천시 고경면 고도리 522,N,N,N,N,N
1492,20221492,357001680,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 고도리 250,N,N,N,N,N
1493,20221493,357000211,고경면,경상북도 영천시 고경면 고도길 308,경상북도 영천시 고경면 고도리 203-1,N,N,N,N,N
1494,20221494,357000199,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 고도리 203-1,N,N,N,N,N
1495,20221495,357000137,고경면,경상북도 영천시 고경면 호국로 554,,N,N,Y,N,N
1496,20221496,357000138,고경면,경상북도 영천시 고경면 호국로 580,경상북도 영천시 고경면 도암리 856,N,N,N,N,N
1497,20221497,357001645,고경면,경상북도 영천시 고경면 호국로 620,경상북도 영천시 고경면 도암리 784-2,N,N,N,N,N
1498,20221498,357000245,고경면,경상북도 영천시 고경면 추곡길 52,경상북도 영천시 고경면 도암리 289,N,N,N,N,N
1499,20221499,357000246,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 도암리 316-1,N,N,N,N,N
1500,20221500,357000247,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 819-4,N,N,N,N,N
1501,20221501,357000248,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 800-2,N,N,N,N,N
1502,20221502,357000249,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 882-1,N,N,N,N,N
1503,20221503,357000250,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 1260-2,N,N,N,N,N
1504,20221504,357000251,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 994-4,N,N,N,N,N
1505,20221505,357000252,고경면,경상북도 영천시 고경면 추곡길 481,경상북도 영천시 고경면 부리 180-2,N,N,N,N,N
1506,20221506,357000253,고경면,경상북도 영천시 고경면 추곡길 309,경상북도 영천시 고경면 용전리 994-2,N,N,N,N,N
1507,20221507,357000254,고경면,경상북도 영천시 고경면 추곡길 255,경상북도 영천시 고경면 용전리 1277,N,N,N,N,N
1508,20221508,357000255,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 888-1,N,N,N,N,N
1509,20221509,357000256,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 용전리 799-1,N,N,N,N,N
1510,20221510,357000257,고경면,경상북도 영천시 고경면 추곡길 151,경상북도 영천시 고경면 용전리 744-1,N,N,N,N,N
1511,20221511,357000258,고경면,경상북도 영천시 고경면 ,경상북도 영천시 고경면 도암리 312-4,N,N,N,N,N
1512,20221512,357000259,고경면,경상북도 영천시 고경면 추곡길 47,경상북도 영천시 고경면 도암리 450-6,N,N,N,N,N
1513,20221513,357000139,고경면,경상북도 영천시 고경면 호국로 624,경상북도 영천시 고경면 도암리 784-2,N,N,N,N,N
1514,20221514,357000140,고경면,경상북도 영천시 고경면 호국로 660,경상북도 영천시 고경면 도암리 470-2,N,N,N,N,N
1515,20221515,357000141,고경면,경상북도 영천시 고경면 호국로 716,경상북도 영천시 고경면 도암리 237-2,N,N,N,N,N
1516,20221516,357000142,고경면,경상북도 영천시 고경면 호국로 778,경상북도 영천시 고경면 도암리 166-1,N,N,Y,N,N
1517,20221517,357000143,고경면,경상북도 영천시 고경면 호국로 832,경상북도 영천시 고경면 도암리 936,N,N,N,N,N
1518,20221518,357000167,고경면,경상북도 영천시 고경면 상리공단길 19,경상북도 영천시 고경면 상리리 600-4,N,N,Y,N,N
1519,20221519,357000144,고경면,경상북도 영천시 고경면 호국로 940,,N,N,N,N,N
1520,20221520,357000166,고경면,경상북도 영천시 고경면 호국로 937,경상북도 영천시 고경면 해선리 730-5,N,N,N,N,N
